,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,license,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
10,minify,,minify,,byrnereese/mkdocs-minify-plugin,mkdocs-minify-plugin,['plugin'],html-css,{},12500.0,12500.0,14.0,https://pypi.org/project/mkdocs-minify-plugin,995982.0,995982.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
11,mkdocs-redirects,,redirects,,mkdocs/mkdocs-redirects,mkdocs-redirects,['plugin'],links-refs,{},7944.0,7944.0,18.0,https://pypi.org/project/mkdocs-redirects,1605603.0,1605603.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
12,mike,,mike,,jimporter/mike,mike,['plugin'],site-management,{},6775.0,6775.0,9.0,https://pypi.org/project/mike,1586952.0,1586952.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
13,include-markdown,,include-markdown,,mondeja/mkdocs-include-markdown-plugin,mkdocs-include-markdown-plugin,['plugin'],snippets-include,{},4077.0,4077.0,18.0,https://pypi.org/project/mkdocs-include-markdown-plugin,666020.0,666020.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
14,mkdocs-click,,,,mkdocs/mkdocs-click,mkdocs-click,['markdown'],api-docs,{},1266.0,1266.0,16.0,https://pypi.org/project/mkdocs-click,1179884.0,1179884.0,,11,True,1.0,mkdocs-click,,-10.0,,,,,,,,,,,,,,,
15,markdown-exec,,markdown-exec,{'plugins.markdown-exec.ansi': 'markdown-exec[ansi]'},pawamoy/markdown-exec,markdown-exec,['plugin'],code-exec-templating,{},859.0,859.0,6.0,https://pypi.org/project/markdown-exec,853011.0,853011.0,,11,True,2.0,,,,,,,,,,,,,,,,,,
16,git-revision-date,,git-revision-date,,zhaoterryy/mkdocs-git-revision-date-plugin,mkdocs-git-revision-date-plugin,['plugin'],git-info,{},3036.0,3036.0,7.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,606321.0,606321.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
17,static-i18n,,i18n,,ultrabug/mkdocs-static-i18n,mkdocs-static-i18n,['plugin'],i18n-l10n,{},2579.0,2579.0,14.0,https://pypi.org/project/mkdocs-static-i18n,603831.0,603831.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
18,Math extension,,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,{},4054.0,4054.0,8.0,https://pypi.org/project/python-markdown-math,389925.0,389925.0,,11,True,1.0,mdx_math,,-10.0,,,,,,,,,,,,,,,
19,literate-nav,,literate-nav,,oprypin/mkdocs-literate-nav,mkdocs-literate-nav,['plugin'],nav-pages,{},3748.0,3748.0,,https://pypi.org/project/mkdocs-literate-nav,1471471.0,1471471.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
20,monorepo,,monorepo,,backstage/mkdocs-monorepo-plugin,mkdocs-monorepo-plugin,['plugin'],site-management,{},687.0,687.0,32.0,https://pypi.org/project/mkdocs-monorepo-plugin,1953921.0,1953921.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
21,techdocs-core,,techdocs-core,,backstage/mkdocs-techdocs-core,mkdocs-techdocs-core,['plugin'],site-management,{},223.0,223.0,51.0,https://pypi.org/project/mkdocs-techdocs-core,754883.0,754883.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
22,Markdown-Include,,,,cmacmackin/markdown-include,markdown-include,['markdown'],snippets-include,{},8027.0,8027.0,12.0,https://pypi.org/project/markdown-include,256017.0,256017.0,,11,True,2.0,markdown_include.include,,-10.0,,,,,,,,,,,,,,,
23,Cinder,cinder,,,chrissimpkins/cinder,mkdocs-cinder,['theme'],theming,{},710.0,710.0,23.0,https://pypi.org/project/mkdocs-cinder,6921.0,6921.0,,10,True,1.0,,MIT,,,,,,,,,,,,,,,,
24,MkDocs Video,,mkdocs-video,,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,{},1164.0,1164.0,5.0,https://pypi.org/project/mkdocs-video,180028.0,180028.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
25,markdownextradata,,markdownextradata,,rosscdh/mkdocs-markdownextradata-plugin,mkdocs-markdownextradata-plugin,['plugin'],code-exec-templating,{},1662.0,1662.0,12.0,https://pypi.org/project/mkdocs-markdownextradata-plugin,106050.0,106050.0,,10,True,2.0,,,-10.0,,,,,,,,,,,,,,,
26,git-authors,,git-authors,,timvink/mkdocs-git-authors-plugin,mkdocs-git-authors-plugin,['plugin'],git-info,{},1961.0,1961.0,17.0,https://pypi.org/project/mkdocs-git-authors-plugin,367440.0,367440.0,,10,True,2.0,,,,,,,,,,,,,,,,,,
27,git-committers-2,,git-committers,,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],git-info,{},1632.0,1632.0,19.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,134179.0,134179.0,An MkDocs plugin to create a list of contributors on the page.,10,True,2.0,,,,,,,,,,,,,,,,,,
28,mkdocs-callouts,,callouts,,sondregronas/mkdocs-callouts,mkdocs-callouts,['plugin'],markdown,{},1444.0,1444.0,3.0,https://pypi.org/project/mkdocs-callouts,62883.0,62883.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
29,exclude,,exclude,,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],nav-pages,{},3184.0,3184.0,,https://pypi.org/project/mkdocs-exclude,217720.0,217720.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
30,awesome-nav,,awesome-nav,,lukasgeiter/mkdocs-awesome-nav,mkdocs-awesome-nav,['plugin'],nav-pages,{},665.0,665.0,12.0,https://pypi.org/project/mkdocs-awesome-nav,820709.0,820709.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
31,mkdocs-simple-hooks,,mkdocs-simple-hooks,,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],nav-pages,{},2327.0,2327.0,6.0,https://pypi.org/project/mkdocs-simple-hooks,132801.0,132801.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
32,mkdocs-with-pdf,,with-pdf,,orzih/mkdocs-with-pdf,mkdocs-with-pdf,['plugin'],site-conversion,{},925.0,925.0,6.0,https://pypi.org/project/mkdocs-with-pdf,327555.0,327555.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
33,Windmill,windmill,,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,{},367.0,367.0,8.0,https://pypi.org/project/mkdocs-windmill,7142.0,7142.0,,9,True,1.0,,MIT,,,,,,,,,,,,,,,,
34,Bootswatch,"['cerulean', 'cosmo', 'cyborg', 'darkly', 'flatly', 'journal', 'litera', 'lumen', 'lux', 'materia', 'minty', 'pulse', 'sandstone', 'simplex', 'slate', 'solar', 'spacelab', 'superhero', 'united', 'yeti']",,,mkdocs/mkdocs-bootswatch,mkdocs-bootswatch,['theme'],theming,{},1271.0,1271.0,10.0,https://pypi.org/project/mkdocs-bootswatch,18801.0,18801.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
35,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,{},528.0,528.0,13.0,https://pypi.org/project/neoteroi-mkdocs,142666.0,142666.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,9,True,1.0,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,,,,,,,,,,,,,,,,
36,panzoom,,panzoom,,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],charts,{},73.0,73.0,7.0,https://pypi.org/project/mkdocs-panzoom-plugin,1129075.0,1129075.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
37,MkDocs Swagger UI Tag,,swagger-ui-tag,,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,{},441.0,441.0,10.0,https://pypi.org/project/mkdocs-swagger-ui-tag,253626.0,253626.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
38,mkdocs-llmstxt,,llmstxt,,pawamoy/mkdocs-llmstxt,mkdocs-llmstxt,['plugin'],integrations,{},596.0,596.0,5.0,https://pypi.org/project/mkdocs-llmstxt,371699.0,371699.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
39,autolinks,,autolinks,,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],links-refs,{},729.0,729.0,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,64356.0,64356.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
40,htmlproofer,,htmlproofer,,manuzhang/mkdocs-htmlproofer-plugin,mkdocs-htmlproofer-plugin,['plugin'],links-refs,{},736.0,736.0,16.0,https://pypi.org/project/mkdocs-htmlproofer-plugin,85799.0,85799.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
41,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,{},53.0,53.0,3.0,https://pypi.org/project/mkdocs-link-marker,990678.0,990678.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
42,encryptcontent,,encryptcontent,,unverbuggt/mkdocs-encryptcontent-plugin,mkdocs-encryptcontent-plugin,['plugin'],nav-pages,{},1272.0,1272.0,7.0,https://pypi.org/project/mkdocs-encryptcontent-plugin,19036.0,19036.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
43,pdf-export,,pdf-export,,zhaoterryy/mkdocs-pdf-export-plugin,mkdocs-pdf-export-plugin,['plugin'],site-conversion,{},1528.0,1528.0,12.0,https://pypi.org/project/mkdocs-pdf-export-plugin,39561.0,39561.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
44,mkdocs-multirepo-plugin,,multirepo,,jdoiro3/mkdocs-multirepo-plugin,mkdocs-multirepo-plugin,['plugin'],site-management,{},257.0,257.0,17.0,https://pypi.org/project/mkdocs-multirepo-plugin,72897.0,72897.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
45,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,{},569.0,569.0,3.0,https://pypi.org/project/mkdocs-same-dir,127325.0,127325.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
46,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,{},176.0,176.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,8534.0,8534.0,,9,True,2.0,,MIT,,,,,,,,,,,,,,,,
47,meta-descriptions,,meta-descriptions,,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,{},1276.0,1276.0,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,18710.0,18710.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
48,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,https://gitlab.com/lramage/mkdocs-gitbook-theme,,,,https://pypi.org/project/mkdocs-gitbook,40834.0,40834.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,8,True,2.0,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,2018-12-17 18:29:14,15.0,9.0,10.0,31.0,0.0,2018-12-17 18:29:14.000000,,,,,,
49,Bootstrap,bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,{},523.0,523.0,6.0,https://pypi.org/project/mkdocs-bootstrap,14980.0,14980.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
50,MkApi,,mkapi,,daizutabi/mkapi,mkapi,['plugin'],api-docs,{},268.0,268.0,6.0,https://pypi.org/project/mkapi,8421.0,8421.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
51,mkdoxy,,mkdoxy,,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],api-docs,{},72.0,72.0,18.0,https://pypi.org/project/mkdoxy,63566.0,63566.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
52,mkdocstrings-python,,,,mkdocstrings/python,mkdocstrings-python,,api-docs,{},,,29.0,https://pypi.org/project/mkdocstrings-python,11114350.0,11114350.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
53,mkdocs-api-autonav,,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,{},289.0,289.0,2.0,https://pypi.org/project/mkdocs-api-autonav,122206.0,122206.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
54,mkdocs-blogging-plugin,,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,{},321.0,321.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,9531.0,9531.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
55,kroki,,kroki,,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,{},93.0,93.0,19.0,https://pypi.org/project/mkdocs-kroki-plugin,82023.0,82023.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
56,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,{},86.0,86.0,,https://pypi.org/project/mkdocs-diagrams,68772.0,68772.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
57,mknotebooks,,mknotebooks,,greenape/mknotebooks,mknotebooks,['plugin'],code-exec-templating,{},798.0,798.0,14.0,https://pypi.org/project/mknotebooks,36212.0,36212.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
58,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,{},22.0,22.0,3.0,https://pypi.org/project/mkdocs-meta-manager,995421.0,995421.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
59,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,{},354.0,354.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,18792.0,18792.0,,8,True,2.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,
60,enumerate-headings,,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,{},394.0,394.0,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,54103.0,54103.0,,8,True,1.0,,,-10.0,,,,,,,,,,,,,,,
61,mkdocs-open-in-new-tab,,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,{},726.0,726.0,2.0,https://pypi.org/project/mkdocs-open-in-new-tab,199253.0,199253.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
62,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,{},738.0,738.0,2.0,https://pypi.org/project/markdown-callouts,118858.0,118858.0,,8,True,2.0,"['callouts', 'github-callouts']",,,,,,,,,,,,,,,,,
63,mkdocs-spellcheck,,spellcheck,,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,{},88.0,88.0,7.0,https://pypi.org/project/mkdocs-spellcheck,85195.0,85195.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
64,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,{},196.0,196.0,5.0,https://pypi.org/project/mkdocs-codeinclude-plugin,55784.0,55784.0,A plugin to include code snippets into mkdocs pages.,8,True,3.0,,,,,,,,,,,,,,,,,,
65,markdown-katex,,,,,markdown-katex,['markdown'],markdown,https://gitlab.com/mbarkhau/markdown-katex,,,,https://pypi.org/project/markdown-katex,25345.0,25345.0,KaTeX extension for Python Markdown.,7,True,2.0,markdown_katex,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,2019-05-14 07:53:31,4.0,4.0,13.0,11.0,0.0,2019-05-14 07:53:31.000000,,,,,,
66,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,https://gitlab.com/rod2ik/mkdocs-graphviz,,,,https://pypi.org/project/mkdocs-graphviz,24814.0,24814.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",7,True,2.0,mkdocs_graphviz,,1.0,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,2021-05-03 14:28:32,1.0,6.0,5.0,6.0,3.0,2021-05-03 14:28:32.000000,,,,,,
67,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,{},166.0,166.0,4.0,https://pypi.org/project/mkdocs-terminal,8502.0,8502.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
68,Dracula,dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,{},155.0,155.0,5.0,https://pypi.org/project/mkdocs-dracula-theme,10248.0,10248.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
69,Shadcn,shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,{},90.0,90.0,6.0,https://pypi.org/project/mkdocs-shadcn,29864.0,29864.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
70,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,{},223.0,223.0,,https://pypi.org/project/mkdocs-blog-plugin,4055.0,4055.0,,7,True,2.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,
71,mkdocs_puml,,plantuml,,MikhailKravets/mkdocs_puml,mkdocs-puml,['plugin'],charts,{},81.0,81.0,10.0,https://pypi.org/project/mkdocs-puml,50091.0,50091.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
72,build-plantuml,,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,{},147.0,147.0,14.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,29046.0,29046.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
73,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,{},197.0,197.0,2.0,https://pypi.org/project/markdown-captions,14545.0,14545.0,,7,True,2.0,markdown_captions,,,,,,,,,,,,,,,,,
74,document-dates,,document-dates,,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],git-info,{},65.0,65.0,4.0,https://pypi.org/project/mkdocs-document-dates,19707.0,19707.0,,7,True,3.0,,,,,,,,,,,,,,,,,,
75,minify-html,,minify_html,,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-minify-html-plugin,49533.0,49533.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
76,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,{},94.0,94.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,9576.0,9576.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
77,autorefs,,autorefs,,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,{},,,9.0,https://pypi.org/project/mkdocs-autorefs,7311928.0,7311928.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
78,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,{},177.0,177.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,17951.0,17951.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
79,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,{},134.0,134.0,4.0,https://pypi.org/project/mkdocs-nav-weight,44688.0,44688.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
80,mkdocs-exporter,,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,{},51.0,51.0,4.0,https://pypi.org/project/mkdocs-exporter,26314.0,26314.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
81,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,{},104.0,104.0,,https://pypi.org/project/markdown-version-annotations,19973.0,19973.0,,7,True,3.0,markdown_version_annotations,,,,,,,,,,,,,,,,,
82,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,https://gitlab.com/lramage/mkdocs-bootstrap386,,,,https://pypi.org/project/mkdocs-bootstrap386,769.0,769.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,6,True,2.0,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,2018-06-06 02:30:09,3.0,4.0,3.0,37.0,1.0,2018-06-06 02:30:09.000000,,,,,,
83,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,{},52.0,52.0,3.0,https://pypi.org/project/mkdocs-nature,1637.0,1637.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
84,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,{},49.0,49.0,2.0,https://pypi.org/project/mkdocs-typer2,15578.0,15578.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
85,mkdocs-autoapi,,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,{},135.0,135.0,2.0,https://pypi.org/project/mkdocs-autoapi,22952.0,22952.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
86,Publisher for MkDocs - blog,,pub-blog,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],blogging,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,5963.0,5963.0,"Blogging engine with support for categories, tags and archive.",6,True,3.0,,,,,,,,,,,,,,,,,,
87,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,{},109.0,109.0,6.0,https://pypi.org/project/lightgallery,3129.0,3129.0,,6,True,2.0,lightgallery,,,,,,,,,,,,,,,,,
88,Markdown blockdiag,,,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],charts,{},147.0,147.0,5.0,https://pypi.org/project/markdown-blockdiag,2200.0,2200.0,,6,True,2.0,markdown_blockdiag,,,,,,,,,,,,,,,,,
89,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,{},37.0,37.0,4.0,https://pypi.org/project/mkdocs-d2-plugin,36534.0,36534.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
90,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,{},15.0,15.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,509.0,509.0,,6,True,2.0,,MIT,,,,,,,,,,,,,,,,
